PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Loading,Loading_Number,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4
29706855,Adv Funct Mater,2018,10.1002/adfm.201704623,Inorganic,Silica,Systemic,IV,3,Neutral,Rod,Polymer-mAb,>1,Drugs,>1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,NA,NA,99.98344371,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,CT,None,None,None
29726109,Small,2018,10.1002/smll.201800740,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Other,Brain,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Other,Other,None,None
29733876,J Control Release,2018,10.1016/j.jconrel.2018.04.052,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Antibody,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Colon,6,Multiple,50.69124424,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
29733890,Nanomedicine,2018,10.1016/j.nano.2018.04.018,Inorganic,Silica,Systemic,IV,3,Positive,Spherical,Other,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Pancreas,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None
29771490,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b03823,Inorganic,Silica,Local,Intratumoral,4,Positive,Spherical,Polymer-nucleic acid,>1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,81.41732283,NA,NA,NA,NA,NA,NA,Chemotherapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None
29791136,ACS Nano,2018,10.1021/acsnano.8b03212,Inorganic,Gold,Local,Intratumoral,2,Neutral,Spherical,Other,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,69.31298,306.6,99.4,55.8,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,Thermal imaging,None,None,None
29799598,Nanoscale,2018,10.1039/c8nr02429d,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Polymer-Proteins,>1,NA,NA,1,1,NA,NA,NA,NA,Xenograft heterotopic,Liver,7,Multiple,63.2,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,MRI,CT,None
29803106,Biomaterials,2018,10.1016/j.biomaterials.2018.05.025,Inorganic,Silica,Systemic,Other,3,Neutral,Spherical,Polymer,1,Other,>1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Skin,3,Multiple,86.48648649,NA,NA,NA,NA,NA,NA,Immunotherapy ,None,None,Single,Therapy,None,None,None,None
29808576,Adv Mater,2018,10.1002/adma.201801198,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Other,1,Other,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,NA,NA,74.46969697,41.2,12.1,4.4,Liver,Spleen,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None
29812909,ACS Nano,2018,10.1021/acsnano.8b01508,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer,>1,None,None,10,2,NA,7.5,Yes,NA,Allograft heterotopic,Breast,1,Single,92.58447,315.9,78.8,44.7,Liver,Kidney,Spleen,Radiotherapy,None,None,Single,Theragnostic,MRI,Ultrasound,Fluorescence,None
29863836,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b05205,Inorganic,Iron_oxide,Local,Intratumoral,3,Positive,Spherical,Polymer,>1,Drugs,>1,18.7,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,84.47319778,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
29870655,ACS Nano,2018,10.1021/acsnano.8b01440,Inorganic,Gold,Local,Intratumoral,4,Positive,Rod,Nucleic acid,>1,Drugs,1,20.9,3,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,92.32227,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,Gene therapy,Multiple,Therapy,CT,Photoacoustic,None,None
29885899,Nanomedicine,2018,10.1016/j.nano.2018.05.019,Inorganic,Gold,Local,Intratumoral,2,Negative,Other,Polymer-mAb,>1,NA,NA,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Gastric,3,Multiple,61.5095,NA,NA,NA,NA,NA,NA,Immunotherapy,None,None,Single,Therapy,None,None,None,None
29890363,Biomaterials,2018,10.1016/j.biomaterials.2018.05.048,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,None,None,Drugs,1,5,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,65.85177631,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,CT,None,None,None
29892761,Nanoscale,2018,10.1039/c8nr03085e,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Spherical,Vitamins,>1,None,None,50,3,NA,NA,NA,NA,Xenograft heterotopic,Other,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
29893126,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b07213,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Proteins-Drugs,>1,None,None,14.26,3,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,88.85793872,188.1050657,81.55722326,77.97373358,Spleen ,Lung,Liver,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
29906096,ACS Nano,2018,10.1021/acsnano.8b00482,Inorganic,Gold,Local,Intratumoral,2,NA,Other,Other,1,NA,NA,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Prostate,1,Single,89.47368,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
29910700,Adv Funct Mater,2018,10.1002/adfm.201707030,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Breast,1,Single,80.99688474,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
29935333,Nanomedicine,2018,10.1016/j.nano.2018.05.020,Inorganic,Iron_oxide,Systemic,IV,3,Neutral,Spherical,Antibody,1,Drugs,1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Colon,4,Multiple,82.9258696,NA,NA,NA,Liver,Lung,NA,None,None,None,None,Therapy,None,None,None,None
29963847,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b08574,Inorganic,Hybrid,Local,Intratumoral,4,Negative,Spherical,Polymer,>1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Breast,1,Single,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,None,None,None
29969226,ACS Nano,2018,10.1021/acsnano.8b01424,Inorganic,Gold,Local,Other,2,Neutral,Rod,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Colon,1,Single,NA,3.5,2,NA,Liver,Spleen,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,Other,None,None
29979569,ACS Nano,2018,10.1021/acsnano.7b07572,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Peptide,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft orthotopic,Liver,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
29982104,Biomaterials,2018,10.1016/j.biomaterials.2018.06.029,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Peptide,1,Drugs-NPs,>1,106,4,Yes,NA,NA,NA,Xenograft orthotopic,Brain,7,Multiple,97.70642202,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
29992216,Nanoscale,2018,10.1039/c8nr02971g,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-Drugs,>1,Drugs,1,90.9,4,NA,NA,NA,NA,Xenograft heterotopic,Lung,8,Multiple,78.29787234,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
30006596,Nat Commun,2018,10.1038/s41467-018-05118-3,Inorganic,Gold,Local,Intratumoral,3,NA,Spherical,Polymer,>1,Other,>1,10,2,NA,NA,NA,NA,Xenograft heterotopic,Colon,1,Single,74.60633,NA,NA,NA,NA,NA,NA,Gene therapy,Chemotherapy,None,Multiple,Therapy,Fluorescence,None,None,None
30020768,ACS Nano,2018,10.1021/acsnano.8b00204,Inorganic,Gold,Local,Intratumoral,4,NA,Spherical,None,1,Peptides,1,20,3,NA,NA,NA,NA,Allograft orthotopic,Breast,7,Multiple,97.25526,NA,NA,NA,NA,NA,NA,Photothermal therapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None
30020771,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b06275,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,None,None,Drugs,1,45,3,Yes,NA,NA,1,Xenograft heterotopic,Breast,6,Multiple,47.54098361,11.8,11.6,7.9,Liver,Lung,Spleen,Chemotherapy,None,None,Single,Therapy,None,None,None,None
30028120,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b09086,Inorganic,Iron_oxide,Local,Intratumoral,3,Positive,Spherical,Nucleic acid-Drugs,>1,None,None,5,1,NA,NA,NA,NA,Xenograft heterotopic,Breast,11,Multiple,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
30037455,Biomaterials,2018,10.1016/j.biomaterials.2018.07.004,Inorganic,Iron_oxide,Local,Intratumoral,2,NA,Spherical,Drugs,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Ovary,1,Single,58.07856733,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None
30048114,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b10167,Inorganic,Iron_oxide,Local,Intratumoral,2,Negative,Spherical,Other,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,58.99517889,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None
30055399,Biomaterials,2018,10.1016/j.biomaterials.2018.07.028,Inorganic,Iron_oxide,Local,Intratumoral,3,Negative,Spherical,Polymer,1,Drugs,1,25.23,3,NA,NA,NA,NA,Xenograft heterotopic,Colon,2,Multiple,81.56521739,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
30058139,Small,2018,10.1002/smll.201801851,Inorganic,Hybrid,Systemic,IV,3,Negative,Other,Polymer,1,Drugs,1,13.6,3,NA,8,Yes,NA,Xenograft heterotopic,Breast,1,Single,98.31932773,872.8,329.7,156.8,Liver,Spleen,Lung,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,None,None,None,None
30130088,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b10339,Inorganic,Silica,Local,Other,3,NA,Spherical,Proteins,1,Drugs,>1,4.3,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,94.11764706,NA,NA,NA,NA,NA,NA,Photothermal therapy,Photodynamic therapy,None,Multiple,Therapy,None,None,None,None
30130583,Nanomedicine,2018,10.1016/j.nano.2018.07.014,Inorganic,Gold,NA,NA,4,Neutral,Other,Other,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Gastric,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None
30141567,Small,2018,10.1002/smll.201802934,Inorganic,Gold,Systemic,IV,2,Negative,Spherical,Nucleic acids-peptides,>1,None,None,6,2,NA,NA,NA,NA,Xenograft heterotopic,Brain,1,Single,96.20996,NA,NA,NA,NA,NA,NA,Photothermal therapy,Gene therapy,None,Multiple,Theragnostic,Other,None,None,None
30141615,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b10452,Inorganic,Hybrid,Systemic,IV,3,Negative,Spherical,Peptide,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,NA,206.5989848,60.40609137,54.3,Liver,Kidney,Spleen,None,None,None,None,Diagnostic,MRI,Fluorescence,CT,NOne
30141893,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b11408,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Other,1,Drugs,1,2,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
30179443,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b10564,Inorganic,Hybrid,Systemic,IV,3,NA,Spherical,Other,1,Drugs,1,2.5,1,NA,NA,NA,1,Xenograft orthotopic,Pancreas,1,Single,80.74179743,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Multiple,Theragnostic,MRI,None,None,None
30191237,Nanoscale,2018,10.1039/c8nr03741h,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,None,None,Nanoparticle,>1,NA,NA,NA,1.403508772,Yes,NA,Xenograft orthotopic,Breast,1,Single,NA,2950,1787.5,300,Spleen,Liver,Lung,None,None,None,None,Diagnostic,CT,MRI,Other,None
30226240,Nanoscale,2018,10.1039/c8nr04437f,Inorganic,Gold,Systemic,IV,NA,Negative,Other,None,None,Drugs,1,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Skin,1,Single,NA,39102.9,28310.9,4626.1,Liver,Spleen,Lung,Immunotherapy,None,None,Single,Therapy,None,None,None,None
30251542,Nano Lett,2018,10.1021/acs.nanolett.8b03174,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer-Proteins,>1,None,None,23,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,72.75902,325.4,175.1,56.2,Kidney,Liver,Lung,Photothermal therapy,None,None,Single,Therapy,Fluorescence,Photoacoustic,None,None
30255143,Sci Adv,2018,10.1126/sciadv.aat2297,Inorganic,Iron_oxide,Systemic,IV,4,NA,Other,Peptide,>1,None,None,80,4,NA,NA,NA,NA,Xenograft heterotopic,Lung,1,Single,NA,NA,NA,NA,NA,NA,NA,Radiofrequency,None,None,Single,Therapy,None,None,None,None
30256373,Nanoscale,2018,10.1039/c8nr04995e,Inorganic,Iron_oxide,Systemic,IV,2,NA,Other,Other,1,None,None,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Liver,1,Single,NA,NA,NA,NA,Liver,Spleen,Lung,None,None,None,None,Diagnostic,MRI,None,None,None
30264982,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b12897,Inorganic,Gold,Local,Intratumoral,2,Positive,Spherical,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Cervix,1,Single,6.81818,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
30266634,J Control Release,2018,10.1016/j.jconrel.2018.09.022,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Other,1,None,None,5,1,NA,0.943396226,Yes,NA,Xenograft heterotopic,Brain,1,Single,85.05747126,660,460,240,Liver,Kidney,Spleen,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
30273749,Biomaterials,2018,10.1016/j.biomaterials.2018.09.039,Inorganic,Hybrid,Systemic,IV,3,NA,Spherical,Other,>1,Drugs,1,24,3,NA,NA,NA,NA,Allograft orthotopic,Breast,5,Multiple,62.27045075,NA,NA,NA,Liver,Kidney ,Lung,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
30277241,Nanoscale,2018,10.1039/c8nr05300f,Inorganic,Gold,Systemic,IV,NA,Positive,Other,Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,1,Single,88.01843,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Fluorescence,Thermal imaging,None,None
30277747,ACS Nano,2018,10.1021/acsnano.8b02813,Inorganic,Iron_oxide,Systemic,IV,4,NA,Spherical,None,None,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,2,Multiple,62.7272781,NA,NA,NA,Liver,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,None,None,None
30284807,ACS Appl Mater Interfaces,2018,10.1021/acsami.8b12758,Inorganic,Gold,Systemic,IV,3,NA,Rod,Polymer-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,99.68138,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,CT,Photoacoustic,None,None
30287265,J Control Release,2018,10.1016/j.jconrel.2018.09.031,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Proteins,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Pancreas,11,Multiple,31.14035088,NA,NA,NA,NA,NA,NA,None,None,None,None,Therapy,None,None,None,None
30346694,ACS Nano,2018,10.1021/acsnano.8b02587,Inorganic,Hybrid,Systemic,IV,2,Negative,Spherical,Proteins,1,Nucleic acids,1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,3,Multiple,77.87901797,209.125,63.625,41,Liver,Spleen,Brain,Gene therapy,Photothermal therapy,Chemotherapy,Multiple,Theragnostic,MRI,None,None,None
30350653,Nano Lett,2018,10.1021/acs.nanolett.8b02670,Inorganic,Gold,Systemic,IV,2,Neutral,Other,Proteins-Drugs,>1,None,None,2,1,NA,4.9,Yes,NA,Allograft heterotopic,Breast,1,Single,56.89655,88.8,63.1,53.3,Kidney,Liver,Heart,Photothermal therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None
30359756,Nanomedicine,2019,10.1016/j.nano.2018.10.004,Inorganic,Gold,Systemic,IV,1,Neutral,Spherical,Proteins,>1,None,None,NA,NA,NA,17.73,Yes,NA,Allograft heterotopic,Breast,1,Single,NA,194.9,27,25.1,Kidney,Lung,Liver,None,None,None,None,Diagnostic,MRI,CT,None,None
30387197,Adv Mater,2018,10.1002/adma.201802479,Inorganic,Silica,Systemic,Other,2,NA,Spherical,None,None,Drugs,>1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Colon,3,Multiple,99.76872964,NA,NA,NA,NA,NA,NA,Chemotherapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None
30410684,Nano Res,2018,10.1007/s12274-018-2078-9,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer-mAb,>1,Other,>1,NA,NA,NA,5.2,Yes,NA,Allograft orthotopic,Breast,NA,NA,NA,29.8,20.8,2.9,Liver,Spleen,Bone Marrow,None,None,None,None,Diagnostic,None,None,None,None
30487569,Nat Commun,2018,10.1038/s41467-018-07197-8,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Proteins,>1,Other,>1,40,3,NA,NA,NA,NA,Allograft heterotopic,Other,1,Single,100,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None
30495920,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b15838,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Other,Proteins,>1,None,None,7.5,2,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,NA,424.2602239,251.5238834,206.0733681,Lung,Spleen,Kidney,None,None,None,None,Diagnostic,MRI,None,None,None
30548064,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b18288,Inorganic,Gold,Systemic,IV,1,Negative,Spherical,Nucleic acid,1,None,None,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Lung,3,Multiple,NA,NA,NA,NA,NA,NA,NA,Gene therapy,None,None,Single,Therapy,None,None,None,None
30563320,ACS Nano,2019,10.1021/acsnano.8b07045,Inorganic,Silica,Systemic,IV,4,Neutral,Spherical,Polymer-nucleic acid,>1,Drugs,1,62.5,4,NA,NA,NA,NA,Allograft orthotopic,Skin,1,Single,79.92395437,NA,NA,NA,NA,NA,NA,Photodynamic therapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None
30565621,Nanoscale,2019,10.1039/c8nr08109c,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Vitamins,>1,None,None,11.11,3,NA,NA,NA,NA,Xenograft heterotopic,Breast,1,Single,99.25,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,MRI,None,None,None
30566319,ACS Nano,2019,10.1021/acsnano.8b05639,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Polymer-nucleic acid,>1,Drugs,1,15.9,3,NA,NA,NA,NA,Xenograft orthotopic,Breast,9,Multiple,76.89713322,NA,NA,NA,NA,NA,NA,Chemotherapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None
30594744,Biomaterials,2019,10.1016/j.biomaterials.2018.12.004,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,>1,Drugs,1,2,1,NA,NA,NA,NA,Xenograft heterotopic,Cervix,14,Multiple,70.40816327,514.2502071,199.4200497,139.3537697,Liver,Lung,Spleen,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None
30597210,Nanomedicine,2019,10.1016/j.nano.2018.12.005,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,1,None,None,600,4,NA,10.43,Yes,NA,Allograft orthotopic,Breast,1,Single,NA,405.5,373.8,43.8,Lung,Spleen,Kidney,Photothermal therapy,Radiotherapy,None,Multiple,Theragnostic,CT,None,None,None
30604607,ACS Nano,2019,10.1021/acsnano.8b06563,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,Nanoparticle,>1,10,2,NA,0.63,Yes,1,Allograft heterotopic,Breast,1,Single,NA,NA,NA,NA,Liver,Spleen,Heart,Photothermal therapy,Magnetic Hyperthermia,None,Multiple,Theragnostic,MRI,None,None,None
30618237,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b17533,Inorganic,Gold,Systemic,IV,4,Negative,Rod,Proteins-Drugs,>1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,5,Multiple,78.99528,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Thermal imaging,None,None,None
30624889,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b16226,Inorganic,Iron_oxide,Local,Intratumoral,3,NA,Other,Polymer-Drugs,1,None,None,28,3,NA,NA,NA,NA,Xenograft heterotopic,Skin,1,Single,95.65210708,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None
30641267,Biomaterials,2019,10.1016/j.biomaterials.2019.01.019,Inorganic,Iron_oxide,Systemic,Other,3,Negative,Spherical,Vitamins,>1,Drugs-NPs,>1,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Colon,3,Multiple,93.33333333,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None
30642157,ACS Nano,2019,10.1021/acsnano.8b08700,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,Drugs,>1,20,3,NA,NA,NA,NA,Allograft heterotopic,Other,4,Multiple,88.50220264,NA,NA,NA,Liver,Spleen,Lung,Other,None,None,Single,Therapy,None,None,None,None
30668088,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b19565,Inorganic,Hybrid,Systemic,IV,4,Negative,Rod,Other,>1,None,None,25,3,NA,NA,Yes,NA,Allograft heterotopic,Breast,1,Single,95.65217391,394.5,318.7,86.7,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,Other,MRI,CT,Fluorescence
30719918,Nano Lett,2019,10.1021/acs.nanolett.8b04411,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Other,>1,None,None,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Lung,1,Single,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None
30724952,Nanoscale,2019,10.1039/c8nr09849b,Inorganic,Gold,Local,Intratumoral,2,NA,Spherical,Polymer,1,None,None,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Colon,1,Single,71.7897,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None
30730070,Adv Mater,2019,10.1002/adma.201807888,Inorganic,Silica,Systemic,NA,4,Negative,Spherical,Other,1,Nucleic acids,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,None,None,None
30743049,Biomaterials,2019,10.1016/j.biomaterials.2019.01.048,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,>1,Drugs,1,2,1,NA,0.162,Yes,NA,Xenograft heterotopic,Breast,1,Single,87.80548628,4.8,3.9,1.1,Liver,Lung,Spleen,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None
30773883,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21820,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-nucleic acid,>1,Drugs,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Liver,1,Single,84.48795181,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
30778211,Nat Nanotechnol,2019,10.1038/s41565-019-0373-6,Inorganic,Gold,Local,Intratumoral,1,Positive,Spherical,Other,>1,None,None,2133,4,NA,NA,NA,NA,Xenograft orthotopic,Liver,8,Multiple,87.92497,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None
30799620,Nano Lett,2019,10.1021/acs.nanolett.9b00364,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Polymer-peptide,>1,Other,>1,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Brain,7,Multiple,63.84479718,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None
30803083,Adv Mater,2019,10.1002/adma.201807211,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Vitamins,>1,Other,>1,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Breast,3,Multiple,82.81948894,NA,NA,NA,NA,NA,NA,None,None,None,None,Therapy,None,None,None,None
30803232,ACS Nano,2019,10.1021/acsnano.8b03788,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Other,1,Proteins,1,10,2,NA,12.6,Yes,NA,Allograft heterotopic,Skin,4,Multiple,79.02597403,38,31,12,Spleen,Liver,Lung,Chemotherapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None
30839969,Nanoscale,2019,10.1039/c8nr09347d,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Other,>1,None,None,NA,NA,NA,3.05,Yes,1,Xenograft heterotopic,Cervix,1,Single,66.87024943,434.7826087,413.0434783,326.0869565,Spleen,Lung,Heart,None,None,None,None,Theragnostic,MRI,None,None,None
