PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor_Vol_Reduction_(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy,Study strategy,Imaging,Treated tumor,Control tumor,Tumor_Reduction_(%),Obs,Muscle,Heart,Liver,Spleen,Lung,Brain,Kidney,Bladder,Skin,Colon,Tumor,Ratio - Muscle,Ratio - Heart,Ratio - Liver,Ratio - Spleen,Ratio - Lung,Ratio - Brain,Ratio - Kidney,Ratio - Bladder,Ratio - Skin,Ratio - Colon,,,,,,,,,,,,,,,,,,,,,,,
28594473,Small,2017,10.1002/smll.201700623,Inorganic,Silica,Systemic,IV,200,,2.6,Spherical,Polymers,Polidopamina and Tocopheryl-polyethylene glycol succinate,Drugs,Doxorubicin,Silica,,48,,"6,57-fold higher ",Not available,Not available,Not available,Xenograft heterotopic,Lung,5,81.64146868,Not available,Not available,Not available,Liver,Kidney ,Lungs,Chemotherapy,Therapy,,85,463,81.64146868,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23851463,Nanoscale,2013,10.1039/c3nr02563b,Inorganic,Silica,Systemic,IV,27,,Not available,Spherical,Polymer,Polyethylene glycol,None,Empty,Silica,,Not available,,Not available,Not available,Not available,Not available,Allograft heterotopic,Other,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Not applicable,,Not applicable,Not applicable,#VALUE!,Stability studies,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25678124,Biomaterials,2015,10.1016/j.biomaterials.2014.12.034,Inorganic,Silica,Systemic,IV,60,Approximately by TEM ,Not available,Other,Vitamins,Folic acid,Drugs,"Lanthanide, Europium, Gadolinium and Camptothecin",Silica,,91,,3.33,Not available,Not available,Not available,Xenograft heterotopic,Cervix,Not available,95.45454545,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MRI/Fluorescence,0.2,4.4,95.45454545,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
30743049,Biomaterials,2019,10.1016/j.biomaterials.2019.01.048,Inorganic,Silica,Systemic,IV,60,Approximately by TEM ,27.92,Spherical,Antibody/Peptides,"Silica shell, TAT peptide  and antibody anti-CD133",Drugs,Tirapazamina,Iron oxide,,2,,Not available,16.20%,Not available,Not available,Xenograft heterotopic,Breast,1,87.80548628,4.8,3.9,1.1,Liver,Lung,Spleen,Photothermal + Chemotherapy,Therapy,,48.9,401,87.80548628,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25504837,Small,2015,10.1002/smll.201402297,Inorganic,Silica,Systemic,IP,580,,-15,Spherical,Polymer-Proteins,"Silica shell, PEG, NIRF dye and Transferrin",Drugs,Paclitaxel,Iron oxide,,20,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Lung,Not available,#VALUE!,Not available,Not available,Not available,Liver,Spleen,Kidney,Chemotherapy,Theragnostics,MRI/Fluorescence,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25633047,Nanoscale,2015,10.1039/c5nr00072f,Inorganic,Silica,Systemic,IV,140,,Not available,Spherical,Peptide,Phenyl Boronic Acid-Human Serum Albumin and 2 peptides (Cell penetrating and MMP-2 substrate),Drugs,Doxorubicin,Silica,,1,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,9,92.83727399,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,,103,1438,92.83727399,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27731621,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b06883,Inorganic,Silica,Systemic,IV,100,Approximately by TEM ,Not available,Spherical,Polymers,Silica and PEG,Other,Indocyanin Green,Gold,,20,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,Not available,99.99363057,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal,Therapy,NIR Fluorescence/CT ,0.1,1570,99.99363057,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25034575,J Control Release,2014,10.1016/j.jconrel.2014.06.037,Inorganic,Silica,Systemic,IV,165,,,Spherical,Nucleic acid, DNA Aptamer AS1411,Drugs,Cytocrom-c (cap) and Doxorubicin,Silica,,1,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,9,90.52880821,Not available,Not available,Not available,Lung,Liver,Spleen,Chemotherapy,Therapy,,120,1267,90.52880821,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26727423,ACS Nano,2016,10.1021/acsnano.5b07075,Inorganic,Silica,Not available,Not available,216,,Not available,Spherical,Antibody,TCP1 (for colorectal cancer) or MUC1 (breast),Drugs,Palladium II (PdTPBP)-sensitizer and parylene (aceptor),Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Other,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,,Diagnostic,Upconversion Luminescence,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24125776,Biomaterials,2014,10.1016/j.biomaterials.2013.09.098,Inorganic,Silica,Local,Intratumoral,80,,Not available,Spherical,None,,Drugs,Bortezomib,Silica,,1.6,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Lung,7,88.5325756,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,11.3,98.54,88.5325756,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25119793,ACS Nano,2014,10.1021/nn502807n,Inorganic,Silica,Not applicable,Not applicable,213.62,,-7.64,Spherical,Proteins,Bromelain,None,Empty,Silica,,Not applicable,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Only in vitro studies with a protelytic surface,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26115637,Nanomedicine,2015,10.1016/j.nano.2015.05.011,Inorganic,Silica,Systemic,IV,127,,43.75,Spherical,Polymer,PEI,nucleic acids,against TWIST1,Silica,,24,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,Not applicable,Not available,Not available,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28836433,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b06446,Inorganic,Silica,Systemic,IV,250,,18.5,Rod,Polymer-Drugs,PEG-FA,Other,Silver NP ands Indocyanin green,Silica,,40,,17.8,Not available,Not available,Not available,Xenograft heterotopic,Liver,,88.88888889,Not available,Not available,Not available,Not available,Not available,Not available,Photothermal + Chemotherapy,Therapy,Not applicable,0.05,0.45,88.88888889,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25941780,Biomaterials,2015,10.1016/j.biomaterials.2015.04.034,Inorganic,Silica,Systemic,IV,120,Approximately by TEM ,12.5,Spherical,Polymers,"PEG, Gelatin and Folic Acid",Drugs,Doxorubicin,Silica,,1,of DOX,Not available,Not available,Not available,Not available,Xenograft heterotopic,Colon,Not available,88.94786138,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,354,3203,88.94786138,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23973173,Biomaterials,2013,10.1016/j.biomaterials.2013.08.009,Inorganic,Silica,Systemic,IV,25,,Not available,Spherical,Polymer,PEG,Other,Manganese ,Silica,,3,of Manganese (LC not available),Not applicable,Not available,Not available,Not available,Xenograft orthotopic,Liver,1,#VALUE!,9.8,5.8,2.5,Spleen,Liver,Kidney,Not applicable,Diagnostic,MR imaging,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23289892,ACS Nano,2013,10.1021/nn3044066,Inorganic,Silica,Systemic,IV,50,,Not available,Spherical,Polymer,PEI,Other,siRNA against P-glycoprotein and Doxorubicin,Silica,,121,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,6,84.44444444,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy + Chemoterapy,Therapy,Not applicable,0.28,1.8,84.44444444,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
31722170,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b18124,Inorganic,Silica,Systemic,IV,142,,-33.1,Spherical,Proteins,Bovine Serum Albumin,Drugs,Doxorubicin,Silica,,7,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Breast,3,73.4375,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,NIR,1.7,6.4,73.4375,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
24127723,ACS Nano,2013,10.1021/nn404676w,Inorganic,Silica,Systemic,IV,155,,Not available,Spherical,Polymer-Drugs,"Tetraethylene glycol, Folic Acid and alpha-cyclodextrin",Drugs,Doxorubicin,Silica,,5,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,7,60.49180328,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,2.41,6.1,60.49180328,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20973487,ACS Nano,2010,10.1021/nn100918a,Inorganic,Silica,Systemic,IV,152,,Not available,Spherical,Polymer,PEG,Drugs,Docetaxel,Silica,,20,,"0,6 nM",Not available,Not available,Not available,Xenograft heterotopic,Liver,4,71.0467706,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,520,1796,71.0467706,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23552843,Nanoscale,2013,10.1039/c3nr00294b,Inorganic,Silica,Systemic,IV,125,,27,Spherical,Polymer,poly(2- dimethylaminoethyl methacrylate) (PDMAEMA),nucleic acids,siPLk1 ,Silica,,20,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,5,59.70695971,Not available,Not available,Not available,Not available,Not available,Not available,Gene Therapy,Therapy,Not applicable,110,273,59.70695971,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27619078,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b08400,Inorganic,Silica,Not applicable,Not applicable,63,,-15.4,Spherical,Drugs,Folic acid,Drugs,Curcumin and Calcium,Silica,,Not applicable,,Not available,Not available,Not available,Not available,Not applicable,Breast,Not applicable,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,Not applicable,Not applicable,#VALUE!,Only in vitro studies and no anti tumor effect ,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27936561,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b12865,Inorganic,Silica,Systemic,IV,152,,-30.34,Spherical,Other,Stem cell membrane,Other,Upconversion NP,Silica,,200,,Not available,Not available,Not available,Not available,Xenograft orthotopic,Cervix,1,77.08333333,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,Not applicable,1.1,4.8,77.08333333,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
31265049,Nanoscale,2019,10.1039/c9nr03052b,Inorganic,Silica,Local,Intratumoral,50,Approximately by TEM ,Not available,Spherical,Drugs,Camptohecin,Drugs,Upconversion NP and Rose Bengal,Other,,12.5,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,1,99.3006993,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Therapy,Not applicable,0.1,14.3,99.3006993,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25688714,ACS Nano,2015,10.1021/nn506640h,Inorganic,Silica,Systemic,IV,55,,Not available,Spherical,Proteins,Glutathione,Other,Arsenic and Manganese,Silica,,2,of Arsenic (LC not available),20 uM,Not available,Not available,Not available,Xenograft heterotopic,Liver,5,60.17699115,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,MR imaging,1.8,4.52,60.17699115,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
20180585,ACS Nano,2010,10.1021/nn901297q,Inorganic,Silica,Systemic,IV,20,,6,Spherical,Polymer-Proteins,PEG-anti-CD171 and PEG-gastrin 10,Other,Indocyanin Green,Silica,,Not available,,Not applicable,Not available,Not available,Not available,Allograft orthotopic,Pancreas,1,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Not applicable,Diagnostic,NIR,Not applicable,Not applicable,#VALUE!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
25765172,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b00746,Inorganic,Silica,Systemic,IV,117,,Not available,Spherical,Vitamins,"N,N-phenylenebis(salicylideneimine)dicarboxylic acid (Salphdc) and Folic Acid",Drugs,Doxorubicin,Silica,,5,,Not applicable,Not available,Not available,Not available,Xenograft heterotopic,Liver,>15,81.70289855,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,Fluorescence,1.01,5.52,81.70289855,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28618345,Biomaterials,2017,10.1016/j.biomaterials.2017.06.008,Inorganic,Silica,Local,Intratumoral,Not available,,Not available,Spherical,Other,"Silica, spiropyran and Fluoroalkyl",Drugs,Upconversion NP (core) and Curcumin,Other,,10,,Not available,Not available,Not available,Not available,Allograft orthotopic,Breast,7,93.22033898,Not available,Not available,Not available,Liver,Spleen,Not available,Chemotherapy,Theragnostics,NIR,0.8,11.8,93.22033898,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26945977,J Control Release,2016,10.1016/j.jconrel.2016.03.001,Inorganic,Silica,Systemic,IV,102,Approximately by TEM ,-38,Spherical,Other,Lipid bilayer,Drugs,Erlotinib and doxorubicin,Silica,,2,of Dox,Not available,Not available,Not available,Not available,Allograft heterotopic,Lung,5,79.19342409,Not applicable,Not applicable,Not applicable,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,810,3893,79.19342409,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28497681,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b02457,Inorganic,Silica,Systemic,IV,193,,-4.8,Spherical,Polymer-Drugs,PEG-Folic acid Polidopamine,Drugs,Doxorubicin,Silica,,5,of Dox,Not available,Not available,Not available,Not available,Xenograft heterotopic,Cervix,4,88.9010989,Not applicable,Not applicable,Not applicable,Liver,Kidney ,Lung,Chemotherapy,Therapy,Not applicable,101,910,88.9010989,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29808576,Adv Mater,2018,10.1002/adma.201801198,Inorganic,Silica,Systemic,IV,50,Approximately by TEM ,Not available,Spherical,Other,Cell membrane,Proteins/Peptides,Ribonuclease A,Silica,,Not available,,Not available,Not available,Not available,17,Xenograft heterotopic,Cervix,Not available,74.46969697,41.2,12.1,4.4,Liver ,Spleen,Lung,Chemotherapy,Therapy,Not applicable,337,1320,74.46969697,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
22789722,Biomaterials,2012,10.1016/j.biomaterials.2012.06.059,Inorganic,Silica,Systemic,IV,210,Approximately by TEM ,Not available ,Spherical,Polymer,PEG,Drugs,"Doxorubicin, Manganese ",Silica,,Not available,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,Not available,#VALUE!,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Theragnostics,MRI/US,Not available,Not available,#VALUE!,No in vivo therapeutic efficacy,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
26491996,Biomaterials,2016,10.1016/j.biomaterials.2015.09.030,Inorganic,Silica,Systemic,IV,78,,Not available ,Spherical,Vitamins,PEG-Folic acid,Drugs,Iron Oxide NP (core) and Doxorubicin,Iron oxide,,5.5,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,13,94.30051813,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,1.1,19.3,94.30051813,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
21703996,Nanomedicine,2012,10.1016/j.nano.2011.06.002,Inorganic,Silica,Systemic,IP,115,,Not available ,Spherical,Vitamins,Folic Acid,Drugs,Camptothecin,Silica,,50,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Pancreas,12,87.20207254,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,24.7,193,87.20207254,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
19878991,Biomaterials,2010,10.1016/j.biomaterials.2009.09.091,Inorganic,Silica,,,,Hydrogels wiht different particles for local hyperthermia (not focused on NP),,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28320205,ACS Nano,2017,10.1021/acsnano.7b00944,Inorganic,Silica,Systemic,IV,46.5,,12.3,Spherical,Other,Silica,Drugs,"Upconversion NP (core), chlorin e6, MC540 and IR-808",Other,,Not available,,Not available,Not available,Not available,Not available,Allograft heterotopic,Cervix,1,93.09551208,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,CT/MRI/Luminescence,0.6,8.69,93.09551208,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28737290,Small,2017,10.1002/smll.201701841,Inorganic,Silica,Systemic,IV,47.7,,21.8,Spherical,Drugs,Silica and Chlorin e6 attached to the surface of Silica coating (NP are loaded on a MoS2 nanosheet ZP 5.3 mV),Other,Upconversion NP (core),Other,,Not available,,Not available,Not available,Not available,Not available,Allograft heterotopic,,1,92.75198188,Not available,Not available,Not available,Not available,Not available,Not available,Photodynamic therapy,Theragnostics,MR/CT,0.64,8.83,92.75198188,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27419663,ACS Nano,2016,10.1021/acsnano.6b02819,Inorganic,Silica,,,,Paper on different protocells. Not silica NP and no in vivo studies,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28004583,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b11209,Inorganic,Silica,,,,Nanoplatform graphene oxide (nanosheet) coated with silica and Hyaluronic acid,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
27420116,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04885,Inorganic,Silica,Systemic,IV,140,,-32,Spherical,Polymer,Hyaluronic acid,Drugs,Doxorubicin,Silica,,5,,1.65 um/mL,Not available,Not available,Not available,Xenograft heterotopic,Breast,5,81.48148148,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,0.1,0.54,81.48148148,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
29125688,Small,2017,10.1002/smll.201702714,Inorganic,Silica,Systemic,Sub-cutaneous,150,Zeta potentia+H169+J169,Not available ,Spherical,Other,"Silica, Gadolinium and tannic acid",Other,"Gold nanorods, Doxorubicin",Gold,,5,of Dox (LC not available),Not available,Not available,Not available,Not available,Xenograft heterotopic,Liver,2,77.80172414,Not available,Not available,Not available,Liver ,Kidney,Lung,Photothermal + Chemotherapy,Theragnostics,MR imaging,103,464,77.80172414,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
23969526,Nanoscale,2013,10.1039/c3nr02787b,Inorganic,Silica,Local,Intratumoral,250,,-43,Spherical,Proteins,Hyaluronic acid degrading enzyme,Drugs,NP with hyaluronan were used as adjuvant before injection carboplatin 2 hours later,Silica,,2.5,,Not applicable,Not available,Not available,Not available,Xenograft orthotopic,Skin,6,96.76044331,Not available,Not available,Not available,Not available,Not available,Not available,Other,Therapy,Not applicable,38,1173,96.76044331,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
28503686,Nanoscale,2017,10.1039/c7nr00808b,Inorganic,Silica,Not available,Not available,180,,-24,Spherical,Polymer,Beta-cyclodextrin and PEG,Drugs,Doxorubicin ,Silica,,233,,Not available,Not available,Not available,Not available,Xenograft heterotopic,Breast,1,61.69057774,Not available,Not available,Not available,Not available,Not available,Not available,Chemotherapy,Therapy,Not applicable,988,2579,61.69057774,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,
