PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_(nm),Size details,Zeta_Potential_(mV),Shape,Coating,Coating details,Loading,Loading details,Core,Core details,Dose_(mg/kg),Dose_other data,IC50,Delivery_Efficiency_(%ID/g),Distribution Half-life_(h),Elimination Half-life_(h),Tumor_model,Cancer_type,No._Days_dosing,Tumor volume (control),Tumor volume (treated),Tumor_Vol_Reduction_(%),Tumor Accumulation,Muscle Accumulation,Muscle (%),Heart Accumulation,Heart (%),Liver Accumulation,Liver (%),Spleen Accumulation,Spleen (%),Lung Accumulation,Lung (%),Brain Accumulation,Brain (%),Kidney  Accumulation,Kidney (%),Bladder Accumulation,Bladder (%),Skin Accumulation,Skin (%),Intestine Accumulation,Colon (%),Stomach Accumulation,Stomach (%),Off_target_1_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation_(%),Off_target_2_accumulation,Off_target_3_accumulation_(%),Off_target_3_accumulation,Study strategy,Therapy,Imaging,Notes
27434031,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b04827,Inorganic,Gold,Systemic,IV,311.5,,10.6,Spherical,Polymer,Generation 2 (G2) poly(amidoamine) dendrimers + PEG + Folic acid + 99mTc,None,,Gold,,,"[99mTc] = 740 MBq/ml, [Au] = 0.08 M, 100 μL",,,,,Xenograft heterotopic,Cervix,1,,,,65.09,,,18.99,29.2,181.74,279.2,342.68,526.5,104.88,161.1,,,157.32,241.7,,,,,,,,,526.5,Spleen,279.2,Liver,241.7,Kidney,Imaging,None,SPECT + CT,
24990320,Small,2014,10.1002/smll.201400194,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
26878142,Nat Nanotechnol,2016,10.1038/nnano.2015.343,Inorganic,Gold,Systemic,IV,60,,,Spherical,Antibody,Panitumumab,None,,Gold,,4 (Gold dose),,,,,,Xenograft heterotopic,Other,1,891.62,0,100,49.76,,,,,26.52,53.3,,,31.74,63.8,,,2.05,4.1,,,,,,,,,63.8,Lung,53.3,Liver,4.1,Kidney,Therapy,Laser irradation,Photoacoustic,
24766522,ACS Nano,2014,10.1021/nn406258m,Inorganic,Gold,Systemic,IV,56.8,,,Spherical,Polymer,PEG,,,Gold,198Au-incorpotated nanostructures,,"314 kBq, 5.27 μg/mouse",,23.2,,64.8,Allograft heterotopic,Breast,1,,,#DIV/0!,23.2,0.27,1.2,2.44,10.5,38.52,166,5.09,21.9,0.45,1.9,,,0.56,2.4,,,,,0.77,3.3,0.42,1.8,166,Liver,21.9,Spleen,10.5,Heart,Imaging,None,Luminescence + Photoacoustic + PET,
26772422,Nanomedicine,2016,10.1016/j.nano.2015.12.380,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors of the paper used carbon nanoparticles for the study; gold nanoparticles were used as comparison for in vitro studies only
26549201,ACS Nano,2015,10.1021/acsnano.5b05563,Inorganic,Gold,Local,Intratumoral,137,,,Spherical,Polymer,PEG,None,,Gold,Palladium-gold nanostructures (gold nanocrystals on palladium branches),,"100 ul, 1 mM",,,,,Xenograft heterotopic,Cervix,1,2.67,0.05,98.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,None,
24704711,J Control Release,2014,10.1016/j.jconrel.2014.03.045,Inorganic,Gold,Systemic,IV,190,,Minus 20 to minus 30,Spherical,Polymer-mAb,PEG + Cetuximab,None,,Gold,Diethylthiatricarbocyaniniodid covered gold NPs,,1.78x10^9 NPs,,,,,Xenograft heterotopic,Colon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Targeted therapy,Raman,
26890691,Nanoscale,2016,10.1039/c5nr07955a,Inorganic,Gold,Systemic,IV,64.8,,1.78,Spherical,Polymer,PEG,None,,Gold,Polyethyleneimine-stabilized gold NPs,,,,,,7.8,Xenograft heterotopic,Cervix,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,CT,
24754567,ACS Nano,2014,10.1021/nn406632u,Inorganic,Gold,Systemic,IV,59.6,,-51.4,Spherical,Polymer,DNA aptamer targeted to EGFR,None,,Gold,Hollow gold nanospheres,,,,3.34,,5.68,Xenograft orthotopic,Oral,1,,,,3.34,0.09,2.7,,,16.76,501.8,39,1167.7,,,,,1.18,35.3,,,,,,,,,1167.7,Spleen,501.8,Liver,35.3,Kidney,Other,None,SPECT + CT,
25184691,ACS Nano,2014,10.1021/nn503349g,Inorganic,Gold,Systemic,IV,190,,,Spherical,Nucleic acid-Drugs,Doxorubicin + i-motif binding oligodeoxynucleotide + bcl-2 antisense oligodeoxynucleotide,None,,Gold,,2 mg/kg Doxorucibin equivalent in the first treatment; 3 mg/kg Doxorubicin equivalent in the second treatment,,,,,,Xenograft heterotopic,Lung,2,365.51,32.43,91.1,0.85,,,,,8.03,944.7,19.15,2252.9,4.33,509.4,,,2.59,304.7,,,,,,,,,2252.9,Spleen,944.7,Liver,509.4,Lung,Therapy,Gene therapy + Chemotherapy,Luminescence,
17570730,Nano Lett,2007,10.1021/nl070557d,Inorganic,Gold,Systemic,Sub-cutaneous,,,,Rod,Polymer,PEG,None,,Gold,,,"1.25 pM, 25 ul",,,,,,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,Optoacoustic Tomography,
28789518,ACS Appl Mater Interfaces,2017,10.1021/acsami.7b08939,Inorganic,Gold,Local,Intratumoral,110,,-21.4,Spherical,Polymer,Polyacrylic acid + Amine-functional gold ion complex (Au(III)(diethylenetriamine)Cl]Cl2),None,,Iron oxide,,,"100 ul, 2.5 mg/ml",,,,,Allograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Non-invasive radiofrequency hyperthermia,MRI,
27786323,Nanoscale,2016,10.1039/c6nr07172d,Inorganic,Gold,Local,Intratumoral,176,,-12.6,Spherical,Vitamins,Folic acid,None,,Gold,Bovine serum albumin-gold complexes conjugated to doxorubicin,,"2 mg/ml, 50 ul",,,,,Xenograft heterotopic,Breast,1,17,0.06,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,None,
22951103,Biomaterials,2012,10.1016/j.biomaterials.2012.08.034,Inorganic,Gold,Systemic,IV,5.6,,,Other,Drugs,Methionine + indocyanine green derivative (MPA) + Doxorubicin,None,,Gold,,5.5 (Doxorubicin equivalent),,,,,,Xenograft heterotopic,Breast,5,,,64.1,1,,,0.18,18,0.34,34,0.24,24,0.09,9,,,0.73,73,,,,,,,,,73,Kidney,34,Liver,24,Spleen,Theragnostics,Chemotherapy,Fluorescence,
29125688,Small,2017,10.1002/smll.201702714,Inorganic,Gold,Systemic,Sub-cutaneous,150,,-29,Spherical,Other,Mesoporous silica + Metal organic network membrane (Gadolinium ions + tannic acid),Drugs,Doxorubicin,Gold,,5 (Doxorubicin equivalent),,,,,,Xenograft heterotopic,Liver,2,485.08,107.88,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal + Chemotherapy,MRI + CT + Photothermal,
23777913,Biomaterials,2013,10.1016/j.biomaterials.2013.05.059,Inorganic,Gold,Systemic,IV,187.3,,-7.1,Spherical,Polymer,Gold shell + PEG,None,,Silica,,,200 mL of 5x10^10 particles/ml,,,,,Xenograft heterotopic,Liver,1,,,,13.86,,,7.79,56.2,73.66,531.5,256.49,1850.6,25.99,187.5,,,21.66,156.3,,,,,,,,,1850.6,Spleen,531.5,Liver,487.5,Lung,Other,Photothermal therapy,None,
23467400,Nanoscale,2013,10.1039/c3nr00170a,Inorganic,Gold,Systemic,IV,,,,Spherical,Other,Gd2O3 + MCM-41 + Gold NPs,None,,Silica,,,8 umol/kg,,,1.7,6.7,Xenograft heterotopic,Colon,1,,,,6618.75,,,2077.22,31.4,51591,779.5,96806,1462.6,10288,155.4,656,9.9,1536,23.2,,,,,,,,,1462.6,Spleen,779.5,Liver,153.4,Lung,Imaging,None,MRI,
19072129,Nano Lett,2009,10.1021/nl802915q,Inorganic,Gold,Systemic,IV,,,,Rod,Polymer-mAb,Herceptin + PEG,None,,Gold,,,100 ul,,,,,Xenograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Targeted therapy,None,
26264644,Biomaterials,2015,10.1016/j.biomaterials.2015.07.058,Inorganic,Gold,Systemic,IV,53.2,,48.3,Spherical,Polymer-peptide,Chitosan-stearic acid copolymer + TNYL peptide,Other,DiR dye,Gold,Hollow gold nanospheres,DiR: 0.1 mg/kg; NPs; 5 mg/kg,,237.36 ug/ml,,,,Xenograft heterotopic,Ovary,1,1150,0,100,11.07,1.97,17.8,2.17,19.6,15.31,138.3,13.11,118.4,16.09,145.3,0.68,6.1,4.31,38.9,,,,,12.46,112.6,7.06,63.8,145.3,Lung,138.3,Liver,118.4,Spleen,Therapy,Photothermal therapy,Fluorescence,
27070992,Biomaterials,2016,10.1016/j.biomaterials.2016.03.040,Inorganic,Gold,Systemic,IV,215.2,,-7.2,Spherical,Polymer,Liposome + hibridized MUC1 aptamer,Other,"Doxorubicin + ammonium
bicarbonate",Gold,Gold nanocages,2 (Doxorubicin equivalent),,,,,,Xenograft heterotopic,Breast,1,147.27,25.89,82.4,59.54,,,5.35,9,69.86,117.3,0.92,1.5,18.06,30.3,,,28.76,48.3,,,,,,,,,117.3,Liver,48.3,Kidney,30.3,Lung,Therapy,Photothermal + Chemotherapy,Fluorescence,
30277241,Nanoscale,2018,10.1039/c8nr05300f,Inorganic,Gold,Systemic,IV,,,22.1,Other,Drugs,Gold nanoparticles + Doxorubicin,None,,Alloy,Black phosphorus,1 (Doxorubicin equivalent),100 ul,,,,,Allograft heterotopic,Breast,1,4.34,0.52,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal + Chemotherapy,Fluorescence + Photothermal,
27356586,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b05677,Inorganic,Gold,Local,Intratumoral,227,,-22,Spherical,Drugs,Hollow periodic mesoporous silica + Paclitaxel,None,,Gold,,,1x10^6 Mesenchymal stem cells,,,,,Xenograft heterotopic,Breast,1,5.72,4.46,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,Photoacoustic,The authors mesenchymal stem cells to deliver the nanospheres (nanospheres are encapsulated inside the cells)
24673744,ACS Appl Mater Interfaces,2014,10.1021/am5001823,Inorganic,Gold,Systemic,IV,86,"28 nm (length), 7.5 nm (width)",-10,Rod,Polymer,Multidentate PEG,None,,Gold,,,"100 ul, 100 ug Au",,13.9,,10.3,Xenograft heterotopic,Oral,1,,,100,13.9,,,4.57,32.9,14.95,107.6,39.93,287.3,3.75,27,,,3.69,26.5,,,,,,,,,287.3,Spleen,107.6,Liver,32.9,Heart,Therapy,Photothermal therapy,None,
26757746,Nanoscale,2016,10.1039/c5nr07496g,Inorganic,Gold,Systemic,IV,30,,0.8,Spherical,Polymer-mAb,PEG + Cetuximab,None,,Gold,,,200 μL; 25 mg/ml Au,,,,,Xenograft heterotopic,Other,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Radiotherapy,None,
23360442,Nano Lett,2013,10.1021/nl304111v,Inorganic,Gold,Systemic,IV,33,,,Cube,Polymer,PEG,None,,Gold,198Au,,"60 – 70 μCi NPs, 100 ul",,15.3,,,Allograft heterotopic,Breast,1,,,,15.3,0.57,3.7,1.64,10.7,64.55,421.9,31.04,202.9,1.95,12.7,,,4.98,32.5,,,1.95,12.7,2.33,15.2,0.95,6.2,421.9,Liver,202.9,Spleen,32.5,Kidney,Imaging,None,Luminescence,
27933825,ACS Appl Mater Interfaces,2016,10.1021/acsami.6b07770,Inorganic,Gold,Local,Intratumoral,21.6,,,Other,Vitamins,Silica shell + methylene blue + folic acid + gold nanorods,None,,Alloy,NaYF4:Yb/Er upconversion nanoparticles,,100 mg,,,,,Xenograft heterotopic,Oral,1,803.37,608.03,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photodynamic therapy,None,
20387828,ACS Nano,2010,10.1021/nn901884d,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
26204589,ACS Appl Mater Interfaces,2015,10.1021/acsami.5b04548,Inorganic,Gold,Systemic,IV,74,,,Star,Polymer,Gold nanostar shell + PEG,Other, DTTC Raman reporter,Silver,,,40 ug/ml in 100 ul PBS,,,,,Xenograft heterotopic,Breast,1,5.22,0.16,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Raman,
17962085,Nanomedicine,2007,10.1016/j.nano.2007.09.001,Inorganic,Gold,Systemic,IV,22,,,Spherical,Polymer,Poly(amidoamine) dendrimers,None,,Gold,,16,400 ug,,2.56,,,Allograft orthotopic,Skin,1,,,,2.56,0.67,26.2,2.64,103.1,37.8,1476.6,106.91,4176.2,72.36,2826.6,0.44,17.2,6.66,260.2,,,,,,,,,4176.2,Spleen,2826.6,Lungs,1476.6,Liver,Other,None,None,
22061490,Biomaterials,2012,10.1016/j.biomaterials.2011.10.052,Inorganic,Gold,Systemic,IV,3,,,Spherical,Polymer,Amine-terminated poly(amidoamine) dendrimers of generation 5 modified by PEG monomethyl ether (G5.NH2-mPEG20),None,,Gold,,,"100 mL, [Au]= 0.1 M)",,,,31.76,Xenograft heterotopic,Lung,1,,,,4.7,,,11.09,236,112.7,2397.9,646.81,13761.9,25.17,535.5,0.46,9.8,16.39,348.7,,,,,1.39,29.6,11.09,236,13761.9,Spleen,2397.9,Liver,535.5,Lung,Imaging,None,CT,
19915570,Nat Nanotechnol,2009,10.1038/nnano.2009.333,Inorganic,Gold,Systemic,IV,10,,,Spherical,Vitamins,Gold layer +  PEG + Folic acid,None,,Alloy,Carbon nanotube,,"1 x 10^9 NPs/ml, in 10 ul ",,,,,Xenograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,None,Photoacoustic,
20731439,ACS Nano,2010,10.1021/nn100736c,Inorganic,Gold,Systemic,IV,,,,Cube,Polymer-Proteins,"PEG + [Nle4,D-Phe7]-alpha-melanocyte-stimulating hormone",None,,Gold,,,10 nM NPs,,,,,Xenograft orthotopic,Skin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imaging,None,Photoacoustic,
22705248,J Control Release,2012,10.1016/j.jconrel.2012.05.045,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Review Article
25755105,Small,2015,10.1002/smll.201403517,Inorganic,Gold,Systemic,IV,67,,,Spherical,Polymer-Drugs,Polyacylic acid/calcium phosphate shell + Doxorubicin,None,,Gold,,"2 (NP dose, equivalent to 2.2 mg/kg Doxorubicin)",,,33.5,,,,Liver,5,8.42,2.48,70.5,33.5,,,0.38,1.1,1.15,3.4,1.85,5.5,0.19,0.6,,,3.63,10.8,,,,,,,,,10.8,Kidney,5.5,Spleen,3.4,Liver,Theragnostics,Chemotherapy,CT + Fluorescence,
28809413,Nanoscale,2017,10.1039/c7nr03847j,Inorganic,Gold,Systemic,IV,123 - 157,,,Rod,Polymer,PEG,None,,Gold,,,10 umol/kg,,,,,Allograft heterotopic,Breast,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,MRI,
24816286,Biomaterials,2014,10.1016/j.biomaterials.2014.04.038,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This study uses polymeric NPs (poly(lactic acid)-hyperbranched polyglycerols NPs), not gold NPs"
27621054,Nanomedicine,2017,10.1016/j.nano.2016.09.002,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Review Article
26093791,Biomaterials,2015,10.1016/j.biomaterials.2015.06.012,Inorganic,Gold,Local,Intratumoral,45,,26.4,Spherical,Other,Ruthenium(II) polypyridyl complexes,None,,Gold,,,"40 mL/20 g body weight of 5 mg/mL solution, 200 ug NPs/20 g body weight",,,,,Xenograft heterotopic,Cervix,1,430.41,9.81,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,Luminescence,
21344891,ACS Nano,2011,10.1021/nn103047r,Inorganic,Gold,Systemic,IV,,,36.5,,Glycosides,Chitosan + Pluronic F 68,None,,Gold,,,"100 μg NPs, 100 μL",,118.1,,,Xenograft heterotopic,Other,1,2058.46,223.88,89.1,118.1,,,16.87,14.3,23.24,19.7,35.65,30.2,25.46,21.6,,,14.64,12.4,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Fluorescence,
26956400,Nanoscale,2016,10.1039/c5nr08253f,Inorganic,Gold,Local,Intratumoral,55,,-11.1,Spherical,Polymer,Poly(oligo(ethylene oxide) methacrylate-co-2-(2-methoxyethoxy)ethyl methacrylate) + Chlorin e6,Drugs,Doxorubicin,Gold,Hollow gold nanospheres,4 (Doxorubicin equivalent),100 ul,,,,,Xenograft heterotopic,Liver,2,6.14,0.17,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photodynamic + Photothermal + Chemotherapy,None,
24616338,Small,2014,10.1002/smll.201302765,Inorganic,Gold,Systemic,IV,68.3,,23.3,Spherical,Polymer,"PEG + (Poly[9,9-bis(6′-N,N,N-trimethylammonium)hexyl)fluorene-alt-4,7-(2,1,3-benzothiadiazole)dibromide]",None,,Gold,,"1 (Poly[9,9-bis(6′-N,N,N-trimethylammonium)hexyl)fluorene-alt-4,7-(2,1,3-benzothiadiazole)dibromide] dosage)",100 ul,,,,,Xenograft heterotopic,Brain,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diagnostic,None,Fluorescence,
20878636,Small,2010,10.1002/smll.201000903,Inorganic,Gold,Systemic,IV,,,,Spherical,None,,Other,Doxorubicin + Gold-DNA nanoparticles + silica-coated superparamagnetic nanoparticles,Alloy,Porous calcium carbonate particles,8,,,0.58,,,Not enough information provided,,1,,,,0.58,,,,,28.07,4839.7,13.45,2319,,,,,1.75,301.7,,,,,,,,,4839.7,Liver,2319,Spleen,301.7,Kidney,Therapy,Gene therapy + Chemotherapy,Fluorescence,
25933697,Nanomedicine,2015,10.1016/j.nano.2015.04.002,Inorganic,Gold,Systemic,IV,See size note,"9-11 nm (diameter), 35-40 nm (length)",,Rod,Vitamins,PEG + Folic acid + Fluorescein isothiocyanate,None,,Gold,,,"200 ul, 1.5 x 10`-11 mol particles/mouse",,17.1,,,Xenograft heterotopic,Cervix,1,8.69,0.51,94.1,17.1,,,2.81,16.4,31.38,183.5,28.66,167.6,3.28,19.2,,,4.49,26.3,,,,,,,,,183.5,Liver,167.6,Spleen,26.3,Lung,Therapy,Photoacoustic,Photoacoustic,
28850218,ACS Nano,2017,10.1021/acsnano.7b04461,Inorganic,Gold,Systemic,IV,39.87,,-22.2,Spherical,Polymer-Affibody,"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-[amino(polyethylene glycol)-2000] + ZHER2:342 affibody",None,,Other,Au−Fe2C,20,,,23.2,,,Xenograft heterotopic,Breast,1,4.92,0,100,23.2,,,8.8,37.9,31.29,134.9,4.16,17.9,5.38,23.2,,,28.85,124.4,,,,,,,,,134.9,Liver,124.4,Kidney,37.9,Heart,Therapy,Photothermal therapy,MRI + MSOT + CT,
19131103,Biomaterials,2009,10.1016/j.biomaterials.2008.12.038,Inorganic,Gold,Systemic,IV,47.6,,-8.1,Spherical,Polymer,PEG + Thioctic acid + Indium-111,None,,Gold,,,"1.7 x 10^10
nanoparticles/mouse, 10 uCi/mouse",,6.63,0.49,22.5,Xenograft heterotopic,Other,1,,,,6.63,0.75,11.3,1.32,19.9,30.31,457.2,15.15,228.5,1.25,18.9,,,4.57,68.9,,,,,3.63,54.8,2.25,33.9,457.2,Liver,228.2,Spleen,68.9,Kidney,Other,None,Other,
31252485,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b00469,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors do not use gold NPs
23343632,Biomaterials,2013,10.1016/j.biomaterials.2013.01.014,Inorganic,Gold,Systemic,IV,24.4,,-28.6,Other,Polymer-Affibody,PEG + anti-epidermal growth factor receptor affibody + 64Cu,None,,Iron oxide,Gold + Iron oxide,10 (Fe equivalent),"100 uCI, 150 ul",,4.6,,,Xenograft heterotopic,Other,1,,,,4.6,1.04,22.6,5.09,110.7,22.75,494.6,13.82,300.4,2.39,52,,,5.19,112.8,,,,,3.53,76.7,,,494.6,Liver,300.4,Spleen,112.8,Kidney,Imaging,None,MRI + PET,
25970038,ACS Nano,2015,10.1021/acsnano.5b00406,Inorganic,Gold,Systemic,IV,1.4,,-25,Spherical,Other,Lipoic acid + Protoporphyrin IX,None,,Gold,,,1 mg/ml,,,,,Xenograft heterotopic,Brain,1,,,,0.92,,,0.01,1.1,0.44,47.8,0.01,1.1,0.04,4.3,0.01,1.1,0.19,20.7,,,,,,,,,47.8,Liver,20.7,Kidney,4.3,Lung,Therapy,Photodynamic therapy,Fluorescence,
25379880,Nanoscale,2014,10.1039/c4nr05386a,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The authors use copper-sulfide nanoparticles; hollow gold nanospheres and other nanomaterials are only used as comparison, since the copper sulfide nanoparticles perform better"
22831389,J Am Chem Soc,2012,10.1021/ja305154a,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
24407194,Nanoscale,2014,10.1039/c3nr05269a,Inorganic,Gold,Systemic,IV,2.6,,,,Polymer-Proteins,Bovine serum albumin + Folic acid + Hyaluronic acid,None,,Gold,,,,,,,,Xenograft heterotopic,Cervix,1,,,,39.58,9.11,23,7.03,17.8,10.03,25.3,6.64,16.8,8.85,22.4,9.77,24.7,8.07,20.4,11.85,29.9,,,,,,,29.9,Bladder,25.3,Liver,24.7,Brain,Imaging,None,Fluorescence,
23583039,Biomaterials,2013,10.1016/j.biomaterials.2013.03.009,Inorganic,Gold,Systemic,IV,4,,,Spherical,Polymer,Folic acid + PEG + Amine-terminated generation 5 poly(amidoamine) dendrimers + Gadolinium,None,,Gold,,,,"200 ul, [Au] = 0.1 M",,,,Xenograft heterotopic,Cervix,1,,,,18.4,,,14.12,76.7,691.9,3760.3,747.9,4064.7,134.73,732.2,,,57.98,315.1,,,,,,,,,4064.7,Spleen,3760.3,Liver,732.2,Lung,Imaging,None,MRI + CT,
25706857,ACS Appl Mater Interfaces,2015,10.1021/am507898z,Inorganic,Gold,Systemic,IV,208.3,,,Spherical,Polymer,PEG,Other,Doxorubicin + Magnetoliposomes,Gold,Gold nanoshell,5 (Doxorubicin equivalent),,,,,,Xenograft heterotopic,Other,1,5.39,0.99,81.6,0.34,,,0.32,94.1,1.36,400,1.18,347.1,1.45,426.5,,,0.46,135.3,,,,,,,,,426.5,Lung,400,Liver,347.1,Spleen,Theragnostics,Hyperthermia + Chemotherapy,MRI + X-Ray,
28640986,Angew Chem Int Ed Engl,2017,10.1002/anie.201703657,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors do not use gold NPs
28068066,ACS Appl Mater Interfaces,2017,10.1021/acsami.6b13351,Inorganic,Gold,Systemic,IV,122.5,,-4.58,Spherical,Polymer,Branched-polyethylenimine + Indocyanine green,None,,Gold,Hollow gold nanospheres,0.5 (Indocyanine green); 1 (NPs),,,2.16,,,Allograft heterotopic,Colon,3,2740.84,1130.89,58.7,2.16,,,0.24,11.1,49.49,2291.2,17.67,818.1,15.08,698.1,,,1.18,54.6,,,,,,,,,2291.2,Liver,818.1,Spleen,698.1,Lung,Therapy,Photodynamic + Photothermal therapy,Fluorescence,
21745689,Biomaterials,2011,10.1016/j.biomaterials.2011.06.039,Inorganic,Gold,,,82,,,Spherical,Antibody,Gold nanoshell + C225 antibody,None,,Iron oxide,,,"1 x 10^13 particles/ml, 200 ul, 10 uCi/mouse",,0.78,,67.3,Xenograft heterotopic,Other,1,,,,0.78,0.62,79.5,0.97,124.4,59.88,7676.9,29.85,3826.9,,,,,7.59,973.1,,,,,,,,,7676.9,Liver,3826.9,Spleen,973.1,Kidney,Therapy,Photothermal therapy,MRI,
15884879,Nano Lett,2005,10.1021/nl050074e,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
24500926,Small,2014,10.1002/smll.201302252,Inorganic,Gold,Local,Intratumoral,325.6,,,Spherical,Polymer,Poly(lactic acid) + Gold nanoshell + PEG,None,,Alloy,Perfluorooctylbromide nanocapsules,,"200 mg/ml, 200 ul",,,,,Xenograft heterotopic,Brain,1,2557,84,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Ultrasound + CT,
28842313,J Control Release,2017,10.1016/j.jconrel.2017.08.027,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The authors do not use gold NPs
27294601,Small,2016,10.1002/smll.201503961,Inorganic,Gold,Local,Intratumoral,172.03,,20.7,Spherical,Other,Gold nanoshell + Chitosan,None,,Polymer,Oleanolic acid liposome,1.8,,,,,,Allograft heterotopic,Cervix,15,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal + Chemotherapy,None,
25934288,Biomaterials,2015,10.1016/j.biomaterials.2015.03.048,Inorganic,Gold,Local,Intratumoral,80,,,Other,Polymer-peptide,PEG + cRGD peptide,None,,Gold,,,"150 ul, 50 ug",,,,,Xenograft heterotopic,Pancreas,1,1887.96,297.84,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Therapy,Photothermal therapy,Fluorescence,
24953128,Nanoscale,2014,10.1039/c4nr01927j,Inorganic,Gold,Systemic,IV,129.2,,-23,Spherical,Polymer,DNA aptamer,None,,Alloy,Au/Ag NPs,,"300 ul, 1.1 x10^10 particles/ml",,,,,Xenograft heterotopic,Lung,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Theragnostics,Photothermal therapy,Fluorescence,
25266128,Nanoscale,2014,10.1039/c4nr04569f,Inorganic,Gold,Systemic,IV,4.29,,10.3,Spherical,Polymer,PEG,None,,Alloy,Au-64Cu nanoclusters,,"3.7 MBq of nanoclusters, 100 ul",,3,,0.87,Xenograft heterotopic,Prostate,1,,,,3,,,3.81,127,14.5,483.3,2.12,70.7,7.7,256.7,0.81,27,10.62,354,,,,,5.08,169.3,2.65,88.3,483.3,Liver,354,Kidney,256.7,Lung,Other,None,PET,
21940045,Biomaterials,2011,10.1016/j.biomaterials.2011.09.010,Inorganic,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No in vivo studies
