PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating,Coating_Number,Total_Coating_Steps,Total_Coating_Steps_Group,Covalent,Electrostatic,Targeting_Type,Bioconjugation_nature,Bioconjugation_tech,PEG_Coat,PEG_Coat_tech,Loading,Loading_Number,Drug type,Dose_(mg/kg),Dose_Group,IC50 ,Delivery_Efficiency_(%ID/g),Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation_(%)_group,Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Combined_Therapy1,Combined_Therapy2,Combined_Therapy3,Combined_Therapy_Grouped,Study strategy,Imaging_1,Imaging_2,Imaging_3,Imaging_4,Combined_Imaging_Applications,Combined_Therapy_Applications,Combined_Applications,Combined_Applications_Grouped
30566319,ACS Nano,2019,10.1021/acsnano.8b05639,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Polymer-nucleic acid,>1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - NHS,Drugs,1,Anthracycline + Nucleic acid,15.9,3,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,Luminal A,9,Multiple,76.89713322,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,Gene Therapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
30594744,Biomaterials,2019,10.1016/j.biomaterials.2018.12.004,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer,>1,4,Medium,3,1,Passive,None,None,PEGylated,Covalent - EDC,Drugs,1,Alkylating agent,2,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,14,Multiple,70.40816327,Low,514.2502071,199.4200497,139.3537697,Very High,Liver,Lung,Spleen,Chemotherapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
30597210,Nanomedicine,2019,10.1016/j.nano.2018.12.005,Inorganic,Gold,Systemic,IV,2,NA,Other,Polymer,1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,,600,4,NA,10.43,Yes,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,405.5,373.8,43.8,High,Lung,Spleen,Kidney,Photothermal therapy,Radiotherapy,None,Multiple,Theragnostic,CT,None,None,None,1,2,3,High
30604607,ACS Nano,2019,10.1021/acsnano.8b06563,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Polymer,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Other,>1,,10,2,NA,0.63,Yes,1,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,Liver,Spleen,Heart,Photothermal therapy,Magnetic Hyperthermia,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
30618237,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b17533,Inorganic,Gold,Systemic,IV,4,Negative,Rod,Proteins-Drugs,>1,4,Medium,3,1,Passive,None,None,PEGylated,Covalent - EDC,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,5,Multiple,78.99528,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,Thermal,None,None,None,1,2,3,High
30624889,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b16226,Inorganic,Iron_oxide,Local,Intratumoral,3,NA,Other,Polymer-Drugs,1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,Anthracycline,28,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Skin,,1,Single,95.65210708,High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
30641267,Biomaterials,2019,10.1016/j.biomaterials.2019.01.019,Inorganic,Iron_oxide,Systemic,Other,3,Negative,Spherical,Vitamins,>1,7,Very High,5,2,Active,Electrostatic,Electrostatic,PEGylated,Covalent - In_Shell,Other,>1,Anthracycline,NA,NA,Yes,NA,NA,NA,Allograft orthotopic,Immunocompetent,Colon,,3,Multiple,93.33333333,High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
30642157,ACS Nano,2019,10.1021/acsnano.8b08700,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,3,Medium,0,3,Passive,None,None,PEGylated,Covalent - In_Shell,Drugs,>1,,20,3,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Other,,4,Multiple,88.50220264,Medium,NA,NA,NA,NA,Liver,Spleen,Lung,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30668088,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b19565,Inorganic,Hybrid,Systemic,IV,4,Negative,Rod,Other,>1,5,High,2,3,Passive,None,None,Non PEGylated,None,None,None,,25,3,NA,NA,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,95.65217391,High,394.5,318.7,86.7,High,Liver,Spleen,Lung,Photothermal therapy,Photodynamic therapy,None,Multiple,Theragnostic,Other,MRI,CT,Fluorescence,4,2,6,Very High
30719918,Nano Lett,2019,10.1021/acs.nanolett.8b04411,Inorganic,Iron_oxide,Systemic,IV,2,NA,Spherical,Other,>1,3,Medium,3,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,1,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,MRI,None,None,None,1,0,1,Regular
30724952,Nanoscale,2019,10.1039/c8nr09849b,Inorganic,Gold,Local,Intratumoral,2,NA,Spherical,Polymer,1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Colon,,1,Single,71.7897,Low,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
30730070,Adv Mater,2019,10.1002/adma.201807888,Inorganic,Silica,Systemic,NA,4,Negative,Spherical,Other,1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,Nucleic acids,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Photoacoustic,None,None,None,1,0,1,Regular
30743049,Biomaterials,2019,10.1016/j.biomaterials.2019.01.048,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,Other,>1,6,High,5,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,Drugs,1,Antibody,2,1,NA,0.162,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,NA,1,Single,87.80548628,Medium,4.8,3.9,1.1,Low,Liver,Lung,Spleen,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
30773883,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21820,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Polymer-nucleic acid,>1,5,High,4,1,Passive,None,None,PEGylated,Covalent - NHS,Drugs,>1,Nucleic acid,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,84.48795181,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30778211,Nat Nanotechnol,2019,10.1038/s41565-019-0373-6,Inorganic,Gold,Local,Intratumoral,1,Positive,Spherical,Other,>1,3,Medium,3,0,Passive,None,None,Non PEGylated,None,None,None,,2133,4,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Liver,,8,Multiple,87.92497,Medium,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30799620,Nano Lett,2019,10.1021/acs.nanolett.9b00364,Inorganic,Silica,Systemic,IV,4,Positive,Spherical,Polymer-peptide,>1,5,High,4,1,Active,Covalent,Covalent - Maleimide,PEGylated,Covalent - NHS,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,7,Multiple,63.84479718,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30803083,Adv Mater,2019,10.1002/adma.201807211,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Vitamins,>1,2,Low,1,1,Passive,None,None,Non PEGylated,None,Other,>1,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,3,Multiple,82.81948894,Medium,NA,NA,NA,NA,NA,NA,NA,Other,None,None,None,Therapy,None,None,None,None,0,1,1,Regular
30803232,ACS Nano,2019,10.1021/acsnano.8b03788,Inorganic,Silica,Systemic,IV,2,Negative,Spherical,Other,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Proteins,1,Enzyme inhibitor,10,2,NA,12.6,Yes,NA,Allograft heterotopic,Immunocompetent,Skin,,4,Multiple,79.02597403,Medium,38,31,12,Low,Spleen,Liver,Lung,Chemotherapy,Immunotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
30839969,Nanoscale,2019,10.1039/c8nr09347d,Inorganic,Iron_oxide,Systemic,IV,3,Negative,Spherical,Other,>1,4,Medium,4,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,3.05,Yes,1,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,66.87024943,Low,434.7826087,413.0434783,326.0869565,High,Spleen,Lung,Heart,None,None,None,None,Theragnostic,MRI,None,None,None,1,0,1,Regular
30848541,Adv Mater,2019,10.1002/adma.201808024,Inorganic,Silica,Systemic,IV,3,Neutral,Spherical,Polymer-peptide,>1,4,Medium,4,0,Active,Covalent,Covalent - EDC,PEGylated,Covalent - NHS,Other,1,,20,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,2,Multiple,97.49373434,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,CT,None,None,None,1,1,2,Regular
30869510,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21488,Inorganic,Gold,Local,Intratumoral,4,Neutral,Other,Proteins,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,,200,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A,1,Single,98.64177,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30869726,Nanoscale,2019,10.1039/c9nr00041k,Inorganic,Gold,Systemic,NA,2,Negative,Other,Polymer,1,4,Medium,2,2,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,8,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Lung,,1,Single,86.93416,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Chemotherapy,None,Multiple,Theragnostic,Other,None,None,None,1,2,3,High
30874421,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b02401,Inorganic,Iron_oxide,Local,Intratumoral,4,Negative,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Other,>1,,5.8,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompromised,Breast,Metastatic,1,Single,59.23279561,Low,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
30882830,Nanoscale,2019,10.1039/c9nr00918c,Inorganic,Hybrid,Systemic,IV,3,Negative,Spherical,Polymer-Drugs,1,6,High,4,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Metastatic,1,Single,96.61016949,High,322.2,256.8,71.9,High,Liver,Spleen,Lung,Photothermal therapy,Radiotherapy,None,Multiple,Theragnostic,Other,CT,MRI,None,3,2,5,Very High
30905667,J Control Release,2019,10.1016/j.jconrel.2019.03.019,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Polymer,>1,6,High,5,1,Passive,None,None,PEGylated,Covalent - In_Shell,None,None,,NA,NA,NA,14.4,Yes,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,78.70967742,Medium,9.671179884,5.80270793,3.481624758,Low,Liver,Lung,Kidney,Photodynamic therapy,None,None,Single,Theragnostic,MRI,Fluorescence,None,None,2,1,3,High
30911166,Nat Nanotechnol,2019,10.1038/s41565-019-0406-1,Inorganic,Iron_oxide,Systemic,Other,2,NA,Spherical,Polymer,>1,1,Low,0,1,Passive,None,None,Non PEGylated,None,None,None,,6,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Other,,9,Multiple,75.2152603,Medium,NA,NA,NA,NA,NA,NA,NA,Other,None,None,None,Therapy,None,None,None,None,0,1,1,Regular
30942569,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b05358,Inorganic,Gold,Systemic,IV,3,NA,Spherical,Nucleic acid,>1,4,Medium,1,3,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,NA,NA,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,14,Multiple,85.19482,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
30964253,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b00495,Inorganic,Gold,Systemic,IV,2,Negative,Rod,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - ThiolGold,NA,NA,,10,2,NA,5.47,Yes,NA,Allograft heterotopic,Immunocompetent,Breast,Metastatic,1,Single,99.6991,Very High,227.1,216.2,161.7,High,Liver,Spleen,Lung,Photothermal therapy,None,None,Single,Theragnostic,Photoacoustic,None,None,None,1,1,2,Regular
30964632,ACS Appl Mater Interfaces,2019,10.1021/acsami.8b21679,Inorganic,Gold,Systemic,IV,3,Neutral,Spherical,Polymer-peptide,>1,7,Very High,5,2,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,None,None,,NA,NA,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Lung,,1,Single,NA,NA,846.8,129.8,72.3,Very High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,MRI,CT,None,None,2,0,2,Regular
31006932,Angew Chem Int Ed Engl,2019,10.1002/anie.201903256,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Polymer-Drugs,>1,3,Medium,2,1,Passive,None,None,PEGylated,Covalent - ThiolGold,None,None,Anthracycline,NA,NA,Yes,4.06,Yes,NA,Xenograft heterotopic,Immunocompromised,Breast,Luminal A and Metastatic,5,Multiple,76.63496,Medium,585,139.8,73.5,Very High,Liver,Kidney,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31028887,Nanomedicine,2019,10.1016/j.nano.2019.03.013,Inorganic,Silica,Local,Intratumoral,NA,Negative,Spherical,Nucleic acid,1,4,Medium,1,3,Passive,None,None,Non PEGylated,None,None,None,,20,3,NA,NA,NA,NA,Xenograft orthotopic,Immunocompromised,Breast,NA,6,Multiple,44.1089402,Low,NA,NA,NA,NA,NA,NA,NA,Gene Therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31042245,Nanoscale,2019,10.1039/c9nr01194c,Inorganic,Iron_oxide,Systemic,IV,2,Negative,Spherical,Drugs,>1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,3,Multiple,97.68765133,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31046176,Angew Chem Int Ed Engl,2019,10.1002/anie.201902612,Inorganic,Gold,Systemic,IV,2,Positive,Spherical,Polymer,>1,2,Low,1,1,Passive,None,None,PEGylated,Covalent - ThiolGold,Drugs,1,Anthracycline,NA,NA,NA,4.1,Yes,NA,Xenograft heterotopic,Immunocompromised,Brain,,1,Single,100,Very High,449.5,194.6,94.4,High,Liver,Spleen,Heart,Radiotherapy,Chemotherapy,None,Multiple,Theragnostic,PET,None,None,None,1,2,3,High
31048083,Nanomedicine,2019,10.1016/j.nano.2019.04.005,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Peptide,1,4,Medium,4,0,Active,Covalent,Covalent - Click,Non PEGylated,None,None,None,,59,4,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Fluorescence,None,None,None,1,0,1,Regular
31058483,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b06034,Inorganic,Silica,Systemic,IV,4,Negative,Spherical,Polymer,>1,7,Very High,5,2,Active,Covalent,Covalent - Click,Non PEGylated,None,Proteins,1,,40,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,6,Multiple,78.5,Medium,NA,NA,NA,NA,NA,NA,NA,Other,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31066542,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b04474,Inorganic,Silica,Local,Intratumoral,4,Positive,Other,Polymer,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,Nucleic acids,>1,Alkylating agent + Nucleic acid,0.1,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Liver,,1,Single,65.48856549,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31074627,Nano Lett,2019,10.1021/acs.nanolett.9b00630,Inorganic,Iron_oxide,Local,Intratumoral,NA,Neutral,Spherical,Peptide,1,2,Low,2,0,Active,Covalent,Covalent - EDC,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,98.52952465,Very High,NA,NA,NA,NA,NA,NA,NA,Magnetic Hyperthermia,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31081332,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b04236,Inorganic,Silica,Systemic,IV,3,Negative,Spherical,Other,1,2,Low,1,1,Passive,None,None,Non PEGylated,None,Drugs,1,Anthracycline,12.1,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,8,Multiple,77.77777778,Medium,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Theragnostic,Other,None,None,None,1,1,2,Regular
31103947,Biomaterials,2019,10.1016/j.biomaterials.2019.05.010,Inorganic,Silica,Systemic,Other,3,Negative,Other,Other,1,4,Medium,3,1,Active,Covalent,Covalent - EDC,PEGylated,Covalent - EDC,Other,>1,,136,4,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Colon,,1,Single,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,None,None,None,Diagnostic,Luminescence,None,None,None,1,0,1,Regular
31112176,Nanoscale,2019,10.1039/c9nr02140j,Inorganic,Gold,Systemic,IV,3,Negative,Spherical,Proteins,>1,2,Low,1,1,Passive,None,None,Non PEGylated,None,None,None,,7.5,2,NA,NA,NA,NA,Allograft heterotopic,Immunocompetent,Liver,,1,Single,79.49982,Medium,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Theragnostic,Fluorescence,None,None,None,1,1,2,Regular
31132380,J Control Release,2019,10.1016/j.jconrel.2019.05.036,Inorganic,Iron_oxide,Systemic,IV,4,Neutral,Spherical,Peptide,1,4,Medium,3,1,Active,Covalent,Covalent - In_Shell,PEGylated,Covalent - In_Shell,Other,>1,Antibody,NA,NA,NA,NA,NA,2,Allograft heterotopic,Immunocompetent,Skin,,2,Multiple,98.22710004,High,842.1052632,589.4736842,42.10526316,Very High,Liver,Spleen,Kidney,Photothermal therapy,Chemotherapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
31140281,Nano Lett,2019,10.1021/acs.nanolett.9b01524,Inorganic,Iron_oxide,Local,Intratumoral,2,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Taxane,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Metastatic,1,Single,95.65217391,High,NA,NA,NA,NA,Liver,Kidney,NA,Magnetic Hyperthermia,Chemotherapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
31174065,Biomaterials,2019,10.1016/j.biomaterials.2019.119223,Inorganic,Gold,Systemic,IV,4,NA,Spherical,Proteins,1,4,Medium,2,2,Passive,None,None,Non PEGylated,None,Other,1,,50,3,NA,NA,NA,NA,NA,NA,Liver,,1,Single,96.69534,High,251.4,145.9,53.3,High,Liver,Kidney,Spleen,Photodynamic therapy,Photothermal therapy,None,Multiple,Theragnostic,MRI,Photoacoustic,None,None,2,2,4,High
31180099,Nanoscale,2019,10.1039/c9nr02017a,Inorganic,Iron_oxide,Systemic,IV,4,NA,Other,Drugs,>1,3,Medium,2,1,Passive,None,None,Non PEGylated,None,None,None,Anthracycline,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,86.77817603,Medium,24.2022078,12.75782727,4.690881201,Low,Liver,Spleen,Kidney,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31195303,Biomaterials,2019,10.1016/j.biomaterials.2019.119254,Inorganic,Iron_oxide,Systemic,IV,NA,NA,Spherical,Polymer,>1,3,Medium,0,3,Passive,None,None,Non PEGylated,None,None,None,,2,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,72.94117647,Low,554.3478261,130.4347826,71.73913043,Very High,Spleen,Liver,Heart,Other,None,None,Single,Theragnostic,MRI,None,None,None,1,1,2,Regular
31244043,ACS Nano,2019,10.1021/acsnano.9b01436,Inorganic,Iron_oxide,Systemic,IV,2,Neutral,Spherical,Polymer,>1,3,Medium,1,2,Passive,None,None,PEGylated,Covalent - EDC,None,None,,2,1,NA,18,Yes,4,Allograft orthotopic,Immunocompetent,Breast,Metastatic,1,Single,NA,NA,335.5844156,159.3766234,46.75324675,High,Spleen,Liver,Kidney,None,None,None,None,Diagnostic,MRI,Fluorescence,Photoacoustic,None,3,0,3,High
31251050,J Am Chem Soc,2019,10.1021/jacs.9b03503,Inorganic,Silica,Systemic,IV,3,NA,Spherical,Polymer,1,1,Low,1,0,Passive,None,None,PEGylated,Covalent - Iron,Drugs,>1,Alcohol antagonist,20,3,NA,5.1,Yes,1,Allograft heterotopic,Immunocompromised,Breast,Metastatic,2,Multiple,72.01365188,Low,52,44,34,Low,Spleen,Liver,Lung,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31259530,ACS Nano,2019,10.1021/acsnano.9b00097,Inorganic,Hybrid,Systemic,IV,2,Positive,Spherical,Drugs,1,4,Medium,3,1,Passive,None,None,Non PEGylated,None,None,None,,2,1,Yes,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,4,Multiple,99.6,Very High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,None,None,Single,Therapy,Photoacoustic,None,None,None,1,1,2,Regular
31265049,Nanoscale,2019,10.1039/c9nr03052b,Inorganic,Silica,Local,Intratumoral,2,NA,Spherical,Drugs,1,5,High,4,1,Passive,None,None,Non PEGylated,None,Drugs,>1,,12.5,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,99.3006993,Very High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31293148,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b05943,Inorganic,Gold,Systemic,IV,2,Neutral,Spherical,Proteins,>1,4,Medium,1,3,Passive,None,None,Non PEGylated,None,None,None,,8,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Skin,,1,Single,97.62712,High,83.4,57.5,3.5,Medium,Liver,Spleen,Lung,Other,Photothermal therapy,None,Multiple,Therapy,None,None,None,None,0,2,2,Regular
31326525,Nanomedicine,2019,10.1016/j.nano.2019.102063,Inorganic,Iron_oxide,Systemic,IV,3,Positive,Spherical,Polymer,1,2,Low,0,2,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,4,Multiple,14.28592566,Low,NA,NA,NA,NA,NA,NA,NA,Other,None,None,None,Therapy,None,None,None,None,0,1,1,Regular
31355836,Nanoscale,2019,10.1039/c9nr04858h,Inorganic,Silica,Systemic,IV,2,NA,Spherical,Polymer,>1,5,High,2,3,Passive,None,None,PEGylated,Covalent - Iron,Other,>1,,NA,NA,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Pancreas,,1,Single,94.02985075,High,NA,NA,NA,NA,NA,NA,NA,Photodynamic therapy,None,None,Single,Theragnostic,MRI,Luminescence,None,None,2,1,3,High
31359757,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b09296,Inorganic,Gold,Systemic,IV,4,Positive,Spherical,Other,>1,4,Medium,0,4,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,14.9,Yes,NA,Xenograft heterotopic,Immunocompromised,Cervix,,1,Single,95.62607,High,120.3,77.4,39.5,Medium,Liver,Lung,Kidney,Photodynamic therapy,Photothermal therapy,None,Multiple,Therapy,Fluorescence,MRI,Photoacoustic,None,3,2,5,Very High
31364258,Angew Chem Int Ed Engl,2019,10.1002/anie.201908357,Inorganic,Silica,Systemic,IV,2,Positive,Spherical,None,None,0,None,0,0,Passive,None,None,Non PEGylated,None,Drugs,1,Taxane + Natural product,10,2,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Ovary,,5,Multiple,64.17604913,Low,NA,NA,NA,NA,NA,NA,NA,Chemotherapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
31393496,Nanoscale,2019,10.1039/c9nr04768a,Inorganic,Iron_oxide,Systemic,IV,4,Negative,Other,Polymer-Drugs,>1,5,High,3,2,Passive,None,None,PEGylated,Covalent - Sn2,None,None,Natural product,20,3,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Cervix,,3,Multiple,92.39001189,High,NA,NA,NA,NA,Liver,NA,NA,Photodynamic therapy,Chemotherapy,None,Multiple,Theragnostic,MRI,Fluorescence,None,None,2,2,4,High
31453620,Nanoscale,2019,10.1039/c9nr04763h,Inorganic,Iron_oxide,Local,Intratumoral,4,NA,Spherical,Polymer-nucleic acid,>1,6,High,4,2,Passive,None,None,Non PEGylated,None,None,None,,3.27,1,NA,NA,NA,NA,Xenograft heterotopic,Immunocompromised,Brain,,6,Multiple,91.93037975,High,NA,NA,NA,NA,NA,NA,NA,Photothermal therapy,Gene therapy,None,Multiple,Theragnostic,MRI,None,None,None,1,2,3,High
31455962,Nanoscale,2019,10.1039/c9nr03821c,Inorganic,Gold,Systemic,IV,1,NA,Spherical,Glycosides,1,1,Low,1,0,Passive,None,None,Non PEGylated,None,None,None,,NA,NA,NA,2.02,Yes,NA,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,1,Single,NA,NA,575.5,565.9,459.1,Very High,Kidney,Liver,Spleen,Photothermal therapy,None,None,Single,Therapy,None,None,None,None,0,1,1,Regular
